Geneid,Feature,Coefficient
TNFSF4,EGR1,-0.00019006658794736922
TNFSF4,ESR1,-2.1740305837709716e-05
TNFSF4,FGFR1,6.106878531848421e-05
TNFSF4,HIF1A,-0.0008411365525040368
TNFSF4,HLA-B,0.0020911235710371497
TNFSF4,ITGB8,-0.0007537100055289678
TNFSF4,LDHA,0.001400204377472754
TNFSF4,LTBP1,-0.0001540963937911033
TNFSF4,MFGE8,0.0037275310547091127
TNFSF4,MYC,0.0003100071563077614
TNFSF4,RPL7A,0.00040806302573104095
TNFSF4,SPP1,4.997767112694146e-05
TNFSF4,TFRC,0.001207246350916623
TNFSF4,THBS1,0.00029788194898551593
TNFSF4,VCAN,-0.00028996547935276125
TNFSF8,EGR1,1.3219411180296165e-05
TNFSF8,THBS1,7.397569656656982e-06
TNFSF9,CD74,-8.151173123443407e-06
TNKS,A2M,1.213550507635424e-05
TNKS,ALDOA,2.78949386312523e-05
TNKS,APOE,0.0014806003241031392
TNKS,ATM,-8.348574704714931e-05
TNKS,BCAT1,-0.000256034892228047
TNKS,C7,0.0002907223362198577
TNKS,CCND1,0.0021062624001781795
TNKS,CD47,0.000450689214722995
TNKS,CD74,-0.0004054835175839889
TNKS,EGR1,-0.0003528284416429902
TNKS,FGFR1,-0.00046566159728326
TNKS,HIF1A,-0.00012230264262237607
TNKS,HLA-B,0.0015154573587077597
TNKS,ITGAV,-0.002787532900909599
TNKS,LAMC2,0.0014141054778775478
TNKS,MMP7,0.00020478080006512884
TNKS,MYC,0.0017641846331791272
TNKS,NOTCH2,0.0003561443283925314
TNKS,RPL23,-0.0003460297448298743
TNKS,TFRC,-0.000151836903028326
TNKS,THBS1,-0.00016413880290036008
TNKS,TPI1,0.0008780487504678536
TP53,CD74,0.0005182464025004721
TP53,COL6A3,-0.0005258100920906055
TP53,EGR1,-0.0003659965842374628
TP53,MYC,0.0006525087648911989
TPI1,COL6A3,6.638825718063147e-19
TPM1,CD74,-0.0017799466969113257
TPSAB1,EGR1,0.00026250637986360576
TRAF1,EGR1,0.00012606589079757442
TRAF1,THBS1,1.5796078699061905e-05
TRAT1,EGR1,5.96650141361222e-05
TRAT1,THBS1,2.1780544058827173e-05
TREM1,THBS1,3.6646276227654656e-05
TREM2,EGR1,0.000334560419368105
TRIM21,EGR1,6.612305813595816e-07
TRIM21,THBS1,0.00010945579538730081
TSLP,CD74,-4.586769462276533e-06
IFT70A,A2M,-0.0002200488759074657
IFT70A,CD74,0.0004189771268468777
IFT70A,EGR1,-0.00021927273735977763
IFT70A,FGFR1,-3.812997002091148e-05
IFT70A,MYC,0.0005674523805287122
IFT70A,THBS1,-0.0001135471233186495
IFT70A,VCAN,-0.00013884066233454834
TWF1,CD74,0.0002354916429735288
TWF1,EGR1,-0.00014583725703554588
TWIST1,C7,8.135472750013179e-06
TWIST1,CD74,-3.0574199219669775e-05
TWIST1,COL5A1,-3.823138252484588e-05
TWIST1,FGFR1,-8.662568351835274e-05
TWIST1,THBS1,0.00018354270973783363
TWIST2,COL6A3,1.2900800932359484e-05
TYMP,THBS1,0.002143652895260347
TYMS,A2M,-0.001115047219085995
TYMS,ALDOA,-0.0014674411246998825
TYMS,B2M,-0.0013573312266856564
TYMS,CD74,0.0014690586132329363
TYMS,COL5A1,0.00024375400913263104
TYMS,CTNNB1,-0.0013320804501474712
TYMS,FGFR1,0.002078614554822334
TYMS,HLA-B,-0.0023368823415668718
TYMS,HLA-C,-0.0014309034480604879
TYMS,MKI67,0.0025711587481546784
TYMS,MYC,-0.0008553769221020482
TYMS,NOTCH2,-0.010904470661483995
TYMS,PIK3R1,0.012270043068470139
TYMS,PKM,-0.0023079630680475152
TYMS,RPL23,0.0004181763468113378
TYMS,SPP1,0.0013902149045353707
TYMS,STAT1,-0.004078777297874314
TYMS,THBS1,-0.0005093877186492119
TYMS,VCAN,0.002260584606306218
UBA7,C7,-1.0193151267429776e-19
VCAM1,CD74,-0.0007114436598931068
VCAM1,THBS1,0.0015677207309305905
VCAN,THBS1,0.001066900316231039
VEGFA,EGR1,-0.00046974854918738717
VEGFA,LTBP1,0.001790291881587298
VEGFB,EGR1,6.600294808274046e-20
VEGFC,CD74,-0.00011496285825272701
VEGFC,EGR1,7.976729538048304e-05
VEGFC,THBS1,0.00015705835768938062
VSIR,EGR1,5.265909637877756e-05
VSIR,THBS1,5.9111819306508715e-05
VTCN1,EGR1,-0.0001520776306189184
WDR76,VCAN,2.0216571721877168e-05
WNT2B,EGR1,-7.256098104631004e-06
WNT2B,VCAN,-2.708757853823887e-05
WNT4,A2M,-0.00010268296089058247
WNT4,ALDOA,0.0001616617776797789
WNT4,APOE,0.00031483920904335465
WNT4,B2M,0.0003188576302928468
WNT4,C7,7.316669687678334e-05
WNT4,CD74,2.008005298470155e-05
WNT4,COL6A3,-0.00014161760960504206
WNT4,FGFR1,0.00019033974748374936
WNT4,HLA-DPA1,-0.0006338444578700528
WNT4,ITGAV,-0.00038803235317799565
WNT4,LTBP1,-0.00038284379555245167
WNT4,MKI67,-0.00010068751378141123
WNT4,MYC,-0.0003046382826332016
WNT4,PKM,-0.00033538705825898675
WNT4,POLR2A,9.897221344280842e-05
WNT4,S100A9,0.0007347528363776531
WNT4,SPP1,-0.00022907842691708186
WNT4,THBS1,0.000239058874694623
WNT4,TPI1,0.0038088222656232217
WNT4,VCAN,-9.847841517664339e-05
WNT5A,ALDOA,2.318611048954784e-05
WNT5A,EGR1,-0.000132325948011456
WNT5A,VCAN,-0.00018407305757237337
WNT5B,SPP1,7.70433142338235e-20
WNT7B,VCAN,0.00014359700014948606
XCL1,EGR1,9.910310767791897e-06
ZAP70,EGR1,0.0002706674348736774
ZC3H12A,EGR1,3.7959475649456745e-05
ZC3H12A,THBS1,3.208153010995023e-05
ZEB1,EGR1,5.46272763211426e-05
ZEB1,THBS1,0.00015771653114138965
ZEB2,A2M,0.007006783808941742
ZEB2,CD74,-0.002336855073041086
ZEB2,COL11A1,-0.0019798555748181132
ZEB2,EGR1,0.0004247145651854156
ZEB2,FGFR1,-0.004011171168844694
ZEB2,SPP1,-0.0004235935810716833
ZEB2,THBS1,0.0017924088441072376
ZEB2,VCAN,-0.0002718395529276017
ABCF1,CD74,6.906330159208992e-05
DNAJC14,CD74,0.00039994785357289547
DNAJC14,COL6A3,0.00018677875891766598
DNAJC14,EGR1,-0.00015285230804978455
DNAJC14,SPP1,-0.0003724619171828996
DNAJC14,THBS1,-0.0004362928310126243
G6PD,COL6A3,1.4791848796500345e-05
GUSB,A2M,-0.00010259319113365942
GUSB,APOE,-0.0005199452441461262
GUSB,BCAT1,0.00017464338612889648
GUSB,C7,-0.0002194908811415432
GUSB,CD74,0.000539779651736819
GUSB,COL11A1,-0.0003778907890712642
GUSB,COL6A3,7.956314565294265e-05
GUSB,EGR1,0.0003726662780583671
GUSB,ERBB2,0.00017646828173804096
GUSB,FGFR1,0.00017085726204268956
GUSB,HIF1A,0.0015680784977838778
GUSB,HLA-C,-0.0015350897137904015
GUSB,HLA-DPA1,-0.001817441473591259
GUSB,ITGAV,-0.0008977943692328845
GUSB,JAG1,-0.0011186713609678755
GUSB,MKI67,-0.0005370431765318245
GUSB,MMP7,0.000855951792681398
GUSB,NOTCH2,-0.000303430451667136
GUSB,POLR2A,0.0004085729053508812
GUSB,RPL23,0.0004179205606636651
GUSB,SPP1,0.0009929524691214616
GUSB,TFRC,-9.703050498902114e-05
GUSB,THBS1,-0.0002876333495896837
NRDE2,B2M,0.00012569619910672426
NRDE2,C7,0.00012251674830880143
NRDE2,COL6A3,2.9776213979533735e-05
NRDE2,EGR1,-0.00010194355156789548
NRDE2,FGFR1,-7.899677476590485e-05
NRDE2,LTBP1,-0.00017846122234218103
NRDE2,PKM,-0.0003877691592638865
NRDE2,RPL23,0.0005169138092901112
NRDE2,SPP1,-2.6441866016934586e-05
NRDE2,THBS1,-0.00013469649639065738
OAZ1,THBS1,0.0004567634348160201
POLR2A,ALDOA,-0.007801353497347549
POLR2A,C7,0.00361509547794096
POLR2A,CD74,0.0005167091961743182
POLR2A,COL11A1,0.02009759327481818
POLR2A,COL6A3,0.0008429739064427719
POLR2A,ERBB2,0.02472109084903616
POLR2A,LTBP1,-0.0029242871401398245
POLR2A,MMP7,0.001370003916944391
POLR2A,MYC,0.0013503481490221843
POLR2A,PKM,0.03354900389943819
POLR2A,S100A9,-0.0037496429298695343
POLR2A,SLC2A1,-0.010352176081098388
POLR2A,STAT1,0.0003989067416687855
POLR2A,THBS1,0.0005704651219301057
POLR2A,VCAN,-0.007046141398682022
PSMC4,COL6A3,-9.786157999749849e-05
PUM1,COL6A3,-0.0003470610828501341
PUM1,EGR1,7.568227900394242e-05
PUM1,SPP1,0.00048598163933437035
STK11IP,EGR1,8.250368510342558e-21
TBC1D10B,CD74,1.2719038654802794e-20
TBP,CD74,-0.00013508801811979866
TBP,COL6A3,-5.450924354847778e-05
TBP,SPP1,3.7540655580023525e-05
TMUB2,CD74,-7.809352606979586e-06
TMUB2,COL6A3,8.064257861424922e-05
TMUB2,EGR1,-0.00021033810570275717
TMUB2,FGFR1,-0.00026665319322299603
TMUB2,LTBP1,-0.00017569310984678782
TMUB2,MMP7,0.0009996730601845995
TMUB2,MYC,0.0005371648098048107
TMUB2,RPL23,7.892214285215666e-05
TMUB2,RPL7A,0.0003255010724798819
TMUB2,S100A9,0.00043440111921338683
TMUB2,VCAN,-0.0002869987725176184
UBB,EGR1,0.00095070167003572
